datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Mellado,,1,0,0.3,9.35492,-66.90091,8.2
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,1,0,0.8,9.51744,-65.19746,14.3
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Santa Rosalia,,2,0,0.2,5.43161,-70.47295,14.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.5,9.52086,-64.79034,54.7
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.5,9.61598,-66.48594,50.1
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,2,0,0.1,5.84636,-69.83117,17.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.4,9.61965,-66.49222,39.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.5,9.62103,-66.48203,19.6
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Sara,,3,0,0.1,-16.7438,-64.01853,8.5
2022/05/02 18:00:00,AQUA_M-T,Bolivia,El Beni,Yacuma,,10,3,0.5,-12.27164,-65.81152,8.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Monagas,,1,0,1,8.01708,-64.69418,17
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Barinas,Arismendi,,1,0,0.3,8.31005,-67.84599,11.7
2022/05/03 18:36:00,AQUA_M-T,Chile,Bio-Bio,Nuble,,7,0,0.8,-36.59839,-72.3366,13.9
2022/05/03 18:36:00,AQUA_M-T,Chile,Araucania,Malleco,,5,0,0.2,-37.95801,-72.17583,10.1
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,0,0,0.3,-10.54029,-49.83203,151
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,0,0,0.3,-10.54182,-49.8279,144.9
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,MATEIROS,Cerrado,8,0,0.7,-10.55838,-46.34019,16.4
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,0,0,0.3,-10.96471,-47.38372,171.4
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,0,0,0.3,-10.96619,-47.37852,174.7
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,0,0,0.2,-10.96922,-47.40423,29.2
2022/05/02 16:22:00,AQUA_M-T,Brasil,TOCANTINS,PARANA,Cerrado,8,0,0.5,-12.57103,-47.93666,38.5
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,ACAILANDIA,Amazonia,2,0.7,0,-4.69251,-47.81294,34.2
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,4,0.6,0.2,-5.80949,-44.96272,32
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,4,0.6,0.2,-5.81325,-44.96954,10.9
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,GRAJAU,Cerrado,2,0.4,0.2,-6.0226,-46.26233,17.1
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,6,0,0.4,-6.13175,-45.45846,23.1
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,4,0.6,0.2,-5.81139,-44.9557,25.1
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,SENHOR DO BONFIM,Caatinga,0,0,1,-10.46841,-40.07926,17.2
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,MONTE SANTO,Caatinga,2,0,1,-10.25072,-39.65145,8.2
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,MIGUEL CALMON,Caatinga,0,0,0.6,-11.41189,-40.84597,9.8
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,AMERICA DOURADA,Caatinga,3,0,1,-11.43584,-41.61734,12.5
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,AMERICA DOURADA,Caatinga,3,0,1,-11.43724,-41.62764,14.9
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,RIACHAO DAS NEVES,Cerrado,3,0,0.9,-11.44951,-45.24539,131.2
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,RIACHAO DAS NEVES,Cerrado,2,0,1,-11.45174,-45.26336,57.3
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,ALAGOINHAS,Caatinga,0,0,0.8,-11.99875,-38.44624,7.4
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,SEABRA,Caatinga,2,0,1,-12.54395,-41.74123,13.4
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,RUY BARBOSA,Caatinga,4,0,0.8,-12.13752,-40.57529,13.6
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,BOM JESUS DA LAPA,Caatinga,8,0,1,-12.99349,-43.17067,41.7
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,RIO DO PIRES,Caatinga,16,0,1,-13.25926,-41.92044,7.5
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,IGAPORA,Caatinga,15,0,1,-13.89264,-42.62693,10.4
2022/05/02 16:22:00,AQUA_M-T,Brasil,GOIAS,FLORES DE GOIAS,Cerrado,12,0,1,-14.27728,-47.01007,26.3
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,CORDEIROS,Caatinga,16,0,1,-14.97525,-41.87579,13.3
2022/05/02 16:20:00,AQUA_M-T,Brasil,GOIAS,IPAMERI,Cerrado,19,0,1,-17.1614,-47.67029,62.5
2022/05/02 16:20:00,AQUA_M-T,Brasil,BAHIA,ALCOBACA,Mata Atlantica,-999,0,0.9,-17.51104,-39.30407,6.1
2022/05/02 16:20:00,AQUA_M-T,Brasil,GOIAS,IPAMERI,Cerrado,19,0,1,-17.17022,-47.67347,73.4
2022/05/02 16:20:00,AQUA_M-T,Brasil,BAHIA,CARAVELAS,Mata Atlantica,1,0,0.7,-17.51161,-39.97122,11.5
2022/05/02 16:20:00,AQUA_M-T,Brasil,BAHIA,CARAVELAS,Mata Atlantica,2,0,0.7,-17.51589,-39.96511,9.5
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Mata Atlantica,16,0,0.8,-17.9104,-42.67184,54.2
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Mata Atlantica,16,0,0.6,-17.91213,-42.68611,45.3
2022/05/02 16:20:00,AQUA_M-T,Brasil,ESPIRITO SANTO,SOORETAMA,Mata Atlantica,16,0,0.6,-19.11186,-40.09948,7.8
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,MATOZINHOS,Cerrado,18,0,1,-19.57943,-44.05151,42.5
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,MATOZINHOS,Cerrado,18,0,1,-19.58211,-44.06478,54.1
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRO LEOPOLDO,Cerrado,18,0,1,-19.57992,-44.04446,37.6
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRO LEOPOLDO,Cerrado,18,0,-999,-19.59265,-44.04314,28.9
2022/05/02 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,PEDRO LEOPOLDO,Cerrado,18,0,1,-19.59487,-44.06357,45.6
2022/05/02 16:20:00,AQUA_M-T,Brasil,ESPIRITO SANTO,VIANA,Mata Atlantica,-999,0,0.9,-20.39942,-40.46815,14.9
2022/05/02 16:20:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MIRACEMA,Mata Atlantica,16,0,0.8,-21.3516,-42.17361,7.8
2022/05/02 16:20:00,AQUA_M-T,Brasil,ESPIRITO SANTO,VIANA,Mata Atlantica,-999,0,1,-20.39792,-40.45647,10.5
2022/05/02 16:20:00,AQUA_M-T,Brasil,ESPIRITO SANTO,ARACRUZ,Mata Atlantica,17,0.1,0.7,-19.77184,-40.09521,6
2022/05/02 16:20:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ARMACAO DOS BUZIOS,Mata Atlantica,-999,0,0.7,-22.77793,-41.9962,10.6
2022/05/02 16:20:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MIRACEMA,Mata Atlantica,16,0,0.9,-21.35271,-42.18029,11.6
2022/05/02 16:20:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CABO FRIO,Mata Atlantica,-999,0,1,-22.77979,-42.01237,16
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,MATOES,Cerrado,0,1.5,0,-5.37565,-43.3445,10.7
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,LAGOA DO MATO,Cerrado,2,0.3,0.1,-5.93347,-43.46154,8.1
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,IGAPORA,Caatinga,15,0,1,-13.8943,-42.63963,8.5
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,NOVA IORQUE,Cerrado,8,0,0.3,-6.60515,-43.81263,11.9
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,NOVA IORQUE,Cerrado,8,0,0.3,-6.60679,-43.82452,15.7
2022/05/02 16:24:00,AQUA_M-T,Brasil,CEARA,JUAZEIRO DO NORTE,Caatinga,7,3.7,-999,-7.20987,-39.31483,7.7
2022/05/02 16:24:00,AQUA_M-T,Brasil,MARANHAO,NOVA IORQUE,Cerrado,8,0,0.4,-6.617,-43.82313,14.6
2022/05/02 16:22:00,AQUA_M-T,Brasil,PERNAMBUCO,BODOCO,Caatinga,2,0,0.3,-7.38001,-39.91477,19.8
2022/05/02 16:22:00,AQUA_M-T,Brasil,PERNAMBUCO,BODOCO,Caatinga,2,0,0.3,-7.38131,-39.92377,9.6
2022/05/02 16:22:00,AQUA_M-T,Brasil,BAHIA,REMANSO,Caatinga,0,2.6,0.2,-9.60817,-42.14332,19.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,General Sir Arthur McGregor,,2,0,1,9.25522,-65.09345,19.7
2022/05/02 18:00:00,AQUA_M-T,Brasil,RONDONIA,SAO FRANCISCO DO GUAPORE,Amazonia,4,0.5,1,-12.1256,-63.9966,12
2022/05/02 18:00:00,AQUA_M-T,Bolivia,El Beni,Cercado,,5,0,0.4,-14.807,-64.49284,10
2022/05/02 18:04:00,AQUA_M-T,Colombia,Meta,Mapiripan,,2,0,0,3.36887,-71.90459,37.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,General Sir Arthur McGregor,,2,0,1,9.25713,-65.10044,29.1
2022/05/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,9,0,0.1,-12.4846,-57.21854,512.2
2022/05/02 17:58:00,AQUA_M-T,Brasil,MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,23,0,0.8,-14.71646,-54.03807,135.9
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,General Sir Arthur McGregor,,2,0,1,9.25878,-65.08845,18.6
2022/05/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO,JUARA,Amazonia,9,0,0.5,-11.98002,-57.65312,17
2022/05/02 18:04:00,AQUA_M-T,Colombia,Meta,San Martin,,0,5.5,0,3.55337,-73.31528,13.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Ribas,,2,0,1,9.26332,-65.56811,26.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,1,9.27821,-64.71346,35.1
2022/05/02 18:00:00,AQUA_M-T,Bolivia,El Beni,Jose Ballivian,,3,0.4,0.2,-15.12887,-67.05504,10.3
2022/05/02 18:04:00,AQUA_M-T,Colombia,Meta,Puerto Lopez,,1,0.3,0,4.10313,-72.45001,17.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Zaraza,,2,0,1,9.29415,-65.49162,20.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Ribas,,1,0,1,9.30238,-65.73914,30.6
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,San Jose de Ocune,,0,0,0,4.13595,-70.31581,8.3
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,1,0,0.2,9.30364,-68.04003,8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,1,0,0.2,9.32697,-68.01309,28.7
2022/05/02 17:58:00,AQUA_M-T,Bolivia,El Beni,Marban,,14,0,1,-15.15534,-64.2225,8.4
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,San Jose de Ocune,,0,0,0,4.14579,-70.31731,9.3
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,1,0,0.2,9.32825,-68.00402,10.4
2022/05/02 17:58:00,AQUA_M-T,Brasil,MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,22,0,0.8,-14.71861,-54.00858,86.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,1,0,0.2,9.33593,-68.0144,10.6
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0.1,0,4.52434,-69.30324,6.9
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Mellado,,0,0,0.7,9.34117,-67.06577,21.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Chaguaramas,,1,0,1,9.34269,-66.11212,28.7
2022/05/02 17:58:00,AQUA_M-T,Bolivia,El Beni,Marban,,6,0.9,1,-15.30807,-63.87058,4.4
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0,0,4.52577,-69.29356,17
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Mellado,,0,0,0.8,9.3506,-66.99874,28.9
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0,0,4.52694,-69.54367,8.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Mellado,,1,0,0.2,9.35628,-66.89121,10.7
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Zaraza,,1,0,1,9.37354,-65.43971,89.5
2022/05/02 17:58:00,AQUA_M-T,Bolivia,El Beni,Moxos,,2,0,0.9,-15.74088,-65.74089,11.3
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0,0,4.5284,-69.53378,12.9
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Zaraza,,1,0,1,9.37511,-65.42821,58.6
2022/05/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,9,0,0.1,-12.49759,-57.21627,171.7
2022/05/02 17:58:00,AQUA_M-T,Brasil,MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,23,0,0.8,-14.72459,-54.04119,306.8
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Santa Rita,,0,0,0,4.54086,-68.62611,11.2
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Zaraza,,2,0,1,9.38087,-65.31087,20.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.9,9.38928,-64.85651,21.5
2022/05/02 17:58:00,AQUA_M-T,Peru,Puno,Puno,,22,0,0.9,-15.93805,-70.11588,34.5
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0,0,4.61071,-69.2963,10.7
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,1,0,1,9.39041,-65.00798,18.3
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Romulo Gallegos,,1,0,0.2,9.40378,-68.49985,14.3
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,0,0,0,4.6121,-69.28664,7.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.7,9.44114,-64.78671,82
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,2,0,0.9,9.44168,-65.07,27.6
2022/05/02 17:58:00,AQUA_M-T,Peru,Puno,Puno,,22,0,0.9,-15.94188,-70.12203,16.1
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Amazonas,Manapiare,,2,0.1,0,4.77174,-66.31415,7.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,2,0,0.8,9.444,-65.07715,31.6
2022/05/02 17:58:00,AQUA_M-T,Brasil,MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,22,0,0.9,-14.72603,-54.00239,30.2
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Infante,,1,0,1,9.47968,-65.93186,22.4
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Cumaribo,,1,0,0,4.83242,-69.40623,18.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.7,9.48605,-64.81134,20.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Ortiz,,0,0,0.1,9.48658,-67.72544,11.7
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Obispo Santistevan,,3,0,0.7,-16.45808,-63.87512,33.1
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,Santa Rosalia,,1,0.4,0.1,4.88003,-70.88548,19.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Maturin,,3,0,1,9.5042,-63.33734,16.9
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.4,9.52254,-64.77771,17.7
2022/05/02 18:00:00,AQUA_M-T,Brasil,RONDONIA,PARECIS,Amazonia,8,0.7,0.4,-12.34787,-61.25864,22.9
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Obispo Santistevan,,3,0,0.5,-16.45941,-63.88462,9.5
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,1,0,0.2,5.51446,-69.41269,14.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.4,9.53001,-64.88128,29.1
2022/05/02 18:00:00,AQUA_M-T,Peru,Madre de Dios,Tambopata,,5,0,0.9,-12.64728,-69.27715,18.7
2022/05/02 17:58:00,AQUA_M-T,Brasil,MATO GROSSO,PRIMAVERA DO LESTE,Cerrado,23,0,0.9,-14.73226,-54.03519,237.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Aragua,Urdaneta,,2,0,0.1,9.5356,-66.71964,22.2
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,1,0,0.1,5.51585,-69.40309,12.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Aragua,Urdaneta,,2,0,0.1,9.53697,-66.70972,71.8
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Obispo Santistevan,,3,0,0.3,-16.46714,-63.87374,14.9
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Bolivar,Gran Sabana,,2,0,0.1,5.59542,-61.45905,25.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,1,0,0.4,9.5663,-65.14314,28.5
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,2,0,0.1,5.8161,-69.48189,35.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.6,9.56874,-66.47912,31.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,2,0,1,9.57061,-65.26551,22.7
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Sara,,2,0,1,-16.68382,-64.04309,9.5
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,2,0,0.1,5.81752,-69.47228,33.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Cajigal,,2,0,0.9,9.57223,-65.25359,14.5
2022/05/02 18:02:00,AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2,7.9,0,-8.5888,-64.93475,5.8
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,2,0,0.1,5.82676,-69.47366,15.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.3,9.61455,-66.49611,29.4
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Sara,,2,0,0.2,-16.74247,-64.00893,33
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,2,0,0.1,5.82817,-69.46406,11.1
2022/05/02 18:04:00,AQUA_M-T,Colombia,Vichada,La Primavera,,1,0.1,0.2,6.00213,-68.58855,8.1
2022/05/02 18:00:00,AQUA_M-T,Peru,Madre de Dios,Tambopata,,5,0,0.4,-12.65495,-69.28788,19.1
2022/05/02 18:02:00,AQUA_M-T,Brasil,RONDONIA,ITAPUA DO OESTE,Amazonia,4,1.2,0.1,-9.03516,-63.31308,9.9
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Apure,Pedro Camejo,,0,0.1,0,6.71901,-67.76598,11
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,1,0,0.3,9.65305,-64.93585,14.8
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Nuflo de Chavez,,4,0,1,-16.81324,-62.94675,42.9
2022/05/02 18:04:00,AQUA_M-T,Colombia,Arauca,Arauca,,2,0,0,6.74368,-70.0574,12.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Ezequiel Zamora,,2,0,0.8,9.67257,-63.72423,23.6
2022/05/02 18:04:00,AQUA_M-T,Colombia,Arauca,Arauca,,1,0,0,6.78241,-70.22411,7.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.2,9.68928,-64.90268,72.2
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Jose Miguel de Velasco,,8,0,0.4,-16.85368,-61.05182,11.9
2022/05/02 18:04:00,AQUA_M-T,Colombia,Arauca,Arauca,,1,0,0,6.79188,-70.22554,9.3
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Aragua,,2,0,0.2,9.69095,-64.89012,36.4
2022/05/02 18:02:00,AQUA_M-T,Brasil,MATO GROSSO,COLNIZA,Amazonia,7,2.7,0.3,-9.14593,-61.519,7.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Bruzual,,2,0,0.9,9.69516,-65.31944,14.2
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Apure,Romulo Gallegos,,2,0,0,6.85437,-69.69405,54.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Cedeno,,2,0,1,9.75696,-63.69638,38
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Cedeno,,2,0,1,9.75896,-63.68097,64.3
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Sara,,3,0,0.7,-16.99026,-63.73769,9.8
2022/05/02 18:06:00,AQUA_M-T,Colombia,Arauca,Arauca,,0,0,0,6.85457,-70.48204,13.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.3,9.76636,-65.99045,73.7
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,San Jose de Guaribe,,1,0,1,9.78064,-65.81435,12.1
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Apure,Romulo Gallegos,,2,0,0,6.85577,-69.68443,29
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,2,0,0.7,9.80858,-66.06921,14.2
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,1,0,0.5,9.81153,-66.04752,23.2
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Sara,,3,0,0.6,-17.07648,-63.76743,5.9
2022/05/02 18:06:00,AQUA_M-T,Colombia,Arauca,Arauca,,0,0,0,6.86416,-70.48351,35.2
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Cedeno,,3,0,1,9.82838,-63.66353,31.2
2022/05/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,9,0,0.2,-12.67558,-57.33774,20.1
2022/05/02 18:02:00,AQUA_M-T,Brasil,RONDONIA,CANDEIAS DO JAMARI,Amazonia,5,2.9,0.1,-9.20738,-63.48564,8.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,2,0,0.1,9.84764,-67.84077,22.6
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Bolivar,Angostura,,2,0,0.3,6.94065,-63.60029,17.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Cojedes,Pao de San Juan Bautista,,2,0,0.1,9.84894,-67.83159,6.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Fernando de Penalver,,2,0,0.5,9.90111,-65.00773,18
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Chiquitos,,18,2.3,0.5,-17.72363,-60.77993,9
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Bolivar,Angostura,,2,0,0.1,6.94254,-63.5863,17.9
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Piar,,2,0,1,9.91289,-63.46661,31.8
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,Monagas,,1,0,0.2,9.9466,-66.18909,32.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Apure,Romulo Gallegos,,1,0,0,7.09411,-70.11436,13.3
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,San Jose de Guaribe,,-999,0,0.1,9.95831,-65.78529,33.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Bruzual,,-999,0,0.2,9.95832,-65.48321,62.6
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Chiquitos,,14,0,0.9,-18.0416,-62.02367,13.5
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Apure,Paez,,0,0,0,7.28199,-70.15501,6.4
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Guarico,San Jose de Guaribe,,-999,0,0.1,9.95988,-65.77377,41.8
2022/05/02 18:04:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazonia,2,0,0,3.23352,-61.15447,31.6
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Anzoategui,Bruzual,,-999,0,0.2,9.95989,-65.47131,66.8
2022/05/02 18:04:00,AQUA_M-T,Venezuela,Bolivar,Cedeno,,0,0,0.1,7.31056,-65.737,16.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Aragua,San Casimiro,,0,0,0.1,9.96612,-67.06242,14.1
2022/05/02 18:06:00,AQUA_M-T,Venezuela,Monagas,Punceres,,2,0,0.9,9.9693,-63.28048,24.8
2022/05/02 17:58:00,AQUA_M-T,Bolivia,Santa Cruz,Chiquitos,,16,0,1,-18.04299,-62.03314,51.9
